Serial Number,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
200526,2020,Guilford,71 HIGHWOODS DR,265160,466000,0.569,Residential,Single Family
201278,2020,Bristol,268 DIVINITY ST UN 14 AKA 2-6,61460,125000,0.4916,Residential,Condo
200048,2020,Bethany,3 FAIRWOOD RD,290610,445000,0.653,Residential,Single Family
200761,2020,Greenwich,2 WIDGEON WAY,1242500,1875000,0.6626,Residential,Single Family
20000078,2020,Brookfield,12 BROOKFIELD MEADOWS,187170,345000,0.5425,Residential,Single Family
20513,2020,East Hartford,90 PARK AVE,73340,180000,0.4074,Residential,Single Family
2020148,2020,Berlin,48 CORNWALL ROAD,180200,296000,0.6087,Residential,Single Family
200116,2020,Essex,30 RIVER ROAD DR,428000,1080000,0.3963,Residential,Single Family
20099,2020,Derby,54-56 LAKEVIEW TERR,146580,315000,0.4653,Residential,Two Family
200054,2020,East Lyme,38 HOPE ST  #4,149450,249900,0.598,Residential,Condo
2020098,2020,Berlin,233 LINCOLN STREET,142700,259000,0.5509,Residential,Single Family
200890,2020,Greenwich,188 BIBLE STREET,737590,1364000,0.5407,Residential,Single Family
20004,2020,Lebanon,88 LAKESIDE DR,175540,250000,0.7021,Residential,Single Family
200394,2020,Enfield,72 WYNWOOD DR,91680,160000,0.573,Residential,Condo
200853,2020,Manchester,7 LINCOLN STREET,84200,150000,0.5613,Residential,Single Family
200106,2020,Glastonbury,50 PENWOOD XING,585700,985000,0.5946,Residential,Single Family
20376,2020,Bethel,23 GREAT HILL DRIVE,119832,619423,0.1934,Residential,Condo
2000490,2020,Cheshire,11 HILLTOP RD,186320,242500,0.7683,Residential,Single Family
20000172,2020,Brookfield,129 NORTH LAKE SHORE DR,230610,500000,0.4612,Residential,Single Family
200106,2020,East Lyme,25 REGATTA DR,313810,425000,0.7383,Residential,Condo
200354,2020,Madison,113 SPORTSMANS HILL RD,185700,410000,0.4529,Residential,Single Family
201289,2020,Danbury,1 LAKEVIEW TL,139300,230000,0.6056,Residential,Single Family
201006,2020,Griswold,148 MATHEWSON STREET UNIT 401,89600,155000,0.5781,Residential,Condo
200258,2020,Madison,32 JEFFERSON PARK RD,257800,475000,0.5427,Residential,Single Family
201260,2020,Bristol,216 WILDERNESS WAY,201530,375000,0.5374,Residential,Single Family
201072,2020,Manchester,104 PEILA DRIVE,129200,270000,0.4785,Residential,Single Family
2020222,2020,Berlin,41 KENTON ST,168300,240000,0.7012,Residential,Single Family
200189,2020,Enfield,1 ARTHUR AVE,102970,188000,0.5477,Residential,Single Family
200080,2020,Columbia,420 ROUTE 66 SOUTH,41000,65000,0.6307,Vacant Land,Single Family
20855,2020,Hartford,53 CONGRESS ST #053C,37595,78000,0.4819,Residential,Condo
20138,2020,Derby,3A SILVER HILL CONDO,50960,86000,0.5925,Residential,Condo
200559,2020,Farmington,100 WOODRUFF RD,196170,422000,0.4648,Residential,Single Family
20000029,2020,Brookfield,40 LEDGEWOOD DR,166530,300000,0.5551,Residential,Condo
2000184,2020,Cheshire,474 MAPLE AVE,380070,699900,0.543,Residential,Single Family
200244,2020,Avon,239 OLD FARMS RD 13B,58590,4500,13.02,Residential,Condo
200840,2020,Manchester,62 ELDRIDGE STREET,138900,155000,0.8961,Residential,Single Family
200558,2020,Groton,72-2 BUDDINGTON RD,61810,120000,0.515,Residential,Condo
200310,2020,Enfield,33 JONDOT DR,121400,206000,0.5893,Residential,Single Family
200125,2020,Guilford,174 NUT PLAINS RD,152050,264000,0.5759,Residential,Single Family
200011,2020,Cromwell,3 HAWTHORN,93800,175000,0.536,Residential,Condo
201207,2020,Manchester,77 SHALLOWBROOK LANE,145800,300000,0.486,Residential,Single Family
200032,2020,Madison,10 ARROWHEAD RD,209400,475000,0.4408,Residential,Single Family
200030,2020,Bridgewater,67 BOTSFORD HILL ROAD,666600,1046945,0.6367,Residential,Single Family
200353,2020,Greenwich,45 LAKE DRIVE SOUTH,1157450,2225000,0.5202,Residential,Single Family
201058,2020,Greenwich,17 EAST LYON FARM DRIVE,687890,940000,0.7317,Residential,Condo
200056,2020,Greenwich,59 CHERRY VALLEY ROAD,1284500,1200000,1.0704,Residential,Single Family
200220,2020,Mansfield,87 MONTICELLO LANE,330900,605000,0.5469,Residential,Single Family
201076,2020,Bristol,351 MATTHEWS ST,318780,540000,0.5903,Residential,Single Family
20601,2020,Darien,17 WALMSLEY RD,565530,1125000,0.5026,Residential,Single Family
2000203,2020,Cheshire,560 OAK AVE U15,97840,196000,0.4991,Residential,Condo
200250,2020,Groton,255 NEPTUNE DR,751520,1325000,0.5671,Residential,Single Family
200050,2020,Easton,31 KACHELE STREET,494130,685000,0.7213,Residential,Single Family
200462,2020,Glastonbury,82 SOUTH MILL DR,165000,247500,0.6666,Residential,Condo
201539,2020,Danbury,6 FAIRFIELD AV,237900,410000,0.5802,Residential,Two Family
200000259,2020,Brookfield,23 RIVERVIEW CT,191900,315000,0.6092,Residential,Condo
201629,2020,Greenwich,15 TOMAHAWK LANE,2712290,3950000,0.6866,Residential,Single Family
200101,2020,Killingly,285 NO SHORE RD,148470,215000,0.6905,Residential,Single Family
200098,2020,Colchester,14 WOODACRES RD,191900,335000,0.5728,Residential,Single Family
200102,2020,Madison,22 DOWNING WAY,239200,358000,0.6681,Residential,Condo
200427,2020,Groton,66 PEARL ST (NOANK),283990,760000,0.3737,Residential,Single Family
200089,2020,Groton,2 BURGEVILLE CT,93030,189000,0.4922,Residential,Single Family
200042,2020,Glastonbury,23 REDBUD LN,99400,170000,0.5847,Residential,Condo
2000210,2020,Bloomfield,70 PROSPECT STREET,139790,250000,0.5591,Residential,Single Family
201262,2020,Greenwich,8 LINWOOD AVENUE,671160,975000,0.6883,Residential,Single Family
20000196,2020,Granby,70 SILVER BROOK LN,324730,615000,0.528,Residential,Single Family
200426,2020,Bristol,47 EAST NEW ST,93310,139000,0.6712,Residential,Single Family
200211,2020,Canton,8 ELIZABETH ROAD,276400,440000,0.6282,Residential,Single Family
20005,2020,Burlington,11 JENNIFER LANE,197400,330000,0.5981,Residential,Single Family
200408,2020,East Lyme,108 E SHORE DR,641410,1399000,0.4584,Residential,Single Family
2020280,2020,Berlin,11 RONAL DR,163400,325000,0.5027,Residential,Single Family
200108,2020,Kent,25 NORTH MAIN ST U5B,78800,172500,0.4568,Commercial,Single Family
200427,2020,East Lyme,24 SEA BREEZE AVE,175350,400000,0.4383,Residential,Single Family
200022,2020,Colchester,8 GARY LN,385400,530000,0.7271,Residential,Single Family
200182,2020,Litchfield,383 E LITCHFIELD RD,204210,45000,4.538,Residential,Single Family
200463,2020,East Lyme,GOLDFINCH TERR,101710,107900,0.9426,Vacant Land,Single Family
200485,2020,Danbury,27 CROWS NEST LA 6A,110300,195000,0.5656,Residential,Condo
200297,2020,Guilford,125 LEATHERMAN RD,464450,901000,0.5154,Residential,Single Family
200299,2020,Manchester,89 TONICA SPRING TRAIL,209300,384900,0.5437,Residential,Single Family
200793,2020,Greenwich,22 SHOAL POINT LANE,2075290,3100000,0.6694,Vacant Land,Single Family
20143,2020,East Hartford,73 MARGERY DR,99730,164000,0.6081,Residential,Single Family
20700,2020,Hartford,145 MAGNOLIA ST,4690,19082,0.2457,Vacant Land,Single Family
200454,2020,Guilford,1171 WEST LAKE AVE,170440,260000,0.6555,Residential,Single Family
2020038,2020,Ansonia,121 ROCKWOOD AVE,126400,230000,0.5495,Residential,Single Family
201088,2020,Manchester,69 TRACY DRIVE,113900,247000,0.4611,Residential,Single Family
201055,2020,Bristol,108 POND VIEW LN,235830,398000,0.5925,Residential,Single Family
201360,2020,Danbury,6 STONEGATE CT,318500,540000,0.5898,Residential,Single Family
20351,2020,Darien,36 SHIELDS ROAD,1077160,2020000,0.5332,Residential,Single Family
2000342,2020,Bloomfield,4 ARNOLD DRIVE,200410,366000,0.5475,Residential,Single Family
200624,2020,East Haven,78 HIGHLAND AVE,125250,461000,0.2717,Residential,Two Family
200808,2020,Bristol,70 UNIONST,128100,95000,1.3484,Residential,Three Family
2020177,2020,Ansonia,323 BEAVER ST,133000,248400,0.5354,Residential,Single Family
201180,2020,Manchester,50 GIANNA DRIVE UNIT 50,163700,277000,0.591,Residential,Single Family
200001,2020,East Haven,143 NORTH ATWATER ST,120240,215000,0.5592,Residential,Single Family
2000015,2020,Cheshire,15 FARMERS CT,639200,940000,0.68,Residential,Single Family
200011,2020,Harwinton,159 WILDCAT HILL RD,277250,482000,0.5752,Residential,Single Family
200645,2020,East Haven,171 ANGELA DR,255540,475000,0.5379,Residential,Single Family
2000150,2020,Cheshire,125 VICTORIA DR,100130,508943,0.1967,Residential,Condo
200795,2020,Greenwich,633 STEAMBOAT ROAD UN1,1209040,1675000,0.7218,Residential,Condo
200382,2020,Madison,15 SURF CLUB RD,469300,851000,0.5514,Residential,Single Family
20145,2020,East Hartford,22 ADDISON RD,101590,250000,0.4063,Residential,Single Family
200082,2020,Bloomfield,254 TUNXIS AVENUE,126470,257000,0.4921,Residential,Single Family
200519,2020,East Haven,215 MAPLE ST,99080,175500,0.5645,Residential,Single Family
200017,2020,East Windsor,131 DEPOT ST,34730,290000,0.1197,Vacant Land,Single Family
200127,2020,Bethany,466 CARRINGTON RD,213060,399900,0.5327,Residential,Single Family
200081,2020,Beacon Falls,10 LAUREL RIDGE,323900,520000,0.6228,Residential,Condo
20445,2020,Darien,118 COLONY ROAD,934780,1575000,0.5935,Residential,Single Family
20560,2020,Darien,40 TOWER DRIVE,1153250,1575000,0.7322,Residential,Single Family
20486,2020,East Hartford,37 PENDLETON DR,113530,225000,0.5045,Residential,Single Family
200058,2020,Beacon Falls,284 COOK LANE,51230,100000,0.5123,Vacant Land,Single Family
20051,2020,Bethel,117 GREAT HILL DRIVE,291760,432208,0.675,Residential,Condo
20062,2020,Bethel,7 HAWLEYVILLE ROAD,242900,445000,0.5458,Residential,Single Family
200027,2020,Coventry,BUNKER HILL RD,53600,34000,1.5764,Vacant Land,Single Family
200518,2020,Bristol,29 ALBA DR,124250,157000,0.7914,Residential,Single Family
200223,2020,Branford,33 HARBOR SIDE,342300,710000,0.4821,Residential,Condo
200433,2020,Bristol,339 PERKINS ST,170730,275000,0.6208,Residential,Single Family
20000081,2020,Granby,30 HAVEN DR,207270,375000,0.5527,Residential,Single Family
200324,2020,Bristol,45 ROBERTS TRACE,156170,277900,0.5619,Residential,Condo
200164,2020,East Windsor,7 HARRINGTON RD,93220,202500,0.4603,Residential,Single Family
200096,2020,Hebron,26 PENDLETON DR,357060,225000,1.5869,Commercial,Single Family
200272,2020,Danbury,191 SOUTHERN BL,147900,285000,0.5189,Residential,Single Family
200614,2020,Greenwich,34 COPPER BEECH ROAD,1736280,3025000,0.5739,Residential,Single Family
200166,2020,Farmington,22 MALLARD DR,107250,190000,0.5644,Residential,Condo
200519,2020,Branford,19 BREEZY LA,212200,350000,0.6062,Residential,Single Family
200136,2020,Danbury,15 WEST CROSS TRAIL,18200,434049,0.0419,Residential,Condo
200723,2020,Enfield,3 CYNTHIA CIR,128060,180000,0.7114,Residential,Single Family
200375,2020,Avon,362 WEST AVON ROAD,164740,230000,0.7162,Residential,Single Family
201321,2020,Bristol,159 NEWELL AVE,75390,131000,0.5754,Residential,Single Family
20188,2020,Burlington,206 COVEY RD,286860,540000,0.5312,Residential,Single Family
200338,2020,Bristol,34 LANDRY ST,100240,173000,0.5794,Residential,Two Family
200338,2020,Glastonbury,216 KNOLLWOOD DR,384900,749900,0.5132,Residential,Single Family
200366,2020,Danbury,16 TAAGAN PT DR,182300,330000,0.5524,Residential,Single Family
200427,2020,Farmington,165 MAIN ST,248890,532500,0.4673,Residential,Single Family
20097,2020,Bethel,8 BLACKMAN AVENUE,264040,445000,0.5933,Residential,Two Family
201026,2020,Greenwich,24 BAYSIDE TERRACE,1048460,1490000,0.7036,Residential,Single Family
2020140,2020,Ansonia,19 LESTER ST,127900,100000,1.279,Residential,Single Family
20092,2020,Bethel,57 GREAT HILL DRIVE,144270,483104,0.2986,Residential,Condo
201174,2020,Danbury,2 BENSON DR,177300,338000,0.5245,Residential,Single Family
20029,2020,Bolton,285 BOLTON CENTER RD,318700,535000,0.5957,Residential,Single Family
20391,2020,Bethel,13 SOUTH CROSSING WAY,160947,588197,0.2736,Residential,Single Family
200797,2020,Bristol,600 CLARK AVE UN 36,73780,140000,0.527,Residential,Condo
200258,2020,Litchfield,48 TAPPING REEVE VLG,109180,230000,0.4746,Residential,Condo
200593,2020,East Haven,654 LAUREL ST #8,152600,288000,0.5298,Residential,Condo
200000295,2020,Brookfield,55 OBTUSE ROCKS RD,189410,350000,0.5411,Residential,Single Family
200652,2020,Groton,65 & 0 WEST ST,135870,282000,0.4818,Residential,Single Family
20001,2020,Lisbon,24 BLISSVILLE RD,127230,190000,0.6696,Residential,Single Family
201204,2020,Greenwich,7 TURNER DRIVE,3648260,6725000,0.5424,Residential,Single Family
20000226,2020,Granby,76 WEST GRANBY RD,107990,750000,0.1439,Residential,Single Family
20413,2020,Bethel,28 BRIAR RIDGE DRIVE,292110,535000,0.546,Residential,Condo
200916,2020,Manchester,17 DIVISION STREET,132600,255000,0.52,Residential,Two Family
2020265,2020,Berlin,111 BERLIN ST,166900,276750,0.603,Residential,Single Family
200611,2020,Groton,44 SPYGLASS CIR,122080,245000,0.4982,Residential,Condo
200356,2020,Coventry,1338 SOUTH ST,187200,267300,0.7003,Residential,Single Family
200765,2020,Manchester,25 QUARRY KNOLL CIRCLE,286500,485000,0.5907,Residential,Single Family
200114,2020,East Windsor,12A PASCO DR,108920,144000,0.7563,Commercial,Single Family
200768,2020,Bristol,221-225 EAST RD,135590,280000,0.4842,Residential,Three Family
20313,2020,Bethel,176 WALNUT HILL ROAD,203630,436000,0.467,Residential,Single Family
201096,2020,Bristol,FIFTH ST LOT 81,25200,10000,2.52,Vacant Land,Single Family
201370,2020,Cromwell,20 JENNIFER LANE,315700,549900,0.5741,Residential,Single Family
201240,2020,Greenwich,40 MITCHELL PLACE,379960,759000,0.5006,Residential,Single Family
200028,2020,East Haven,23 OSMOND SR,131510,230000,0.5717,Residential,Single Family
200368,2020,Manchester,512 WEST CENTER STREET,733900,1000000,0.7339,Commercial,Single Family
200660,2020,Farmington,1254-C FARMINGTON AV,53460,92500,0.5779,Residential,Condo
20362,2020,Darien,43 COACHLAMP LANE,700840,1210000,0.5792,Residential,Single Family
201237,2020,Hartford,102 OAK ST,95270,225000,0.4234,Commercial,Single Family
200110,2020,Cromwell,25 MIDWAY DR,128200,208000,0.6163,Residential,Condo
201130,2020,Greenwich,10 CRESCENT ROAD,980350,1600000,0.6127,Residential,Single Family
200087,2020,East Haddam,3 MILLINGTON RD,259920,420000,0.6188,Residential,Single Family
20000247,2020,Granby,5 BECONTREE HEATH RD,211470,400000,0.5286,Residential,Single Family
200004,2020,Cornwall,382 SHARON GOSHEN TPKE,144200,295000,0.4888,Residential,Single Family
20224,2020,Burlington,24 EAST SHORE BLVD,115710,130000,0.89,Residential,Single Family
2020014,2020,Berlin,783 WORTHINGTON RDG,235000,319000,0.7366,Residential,Single Family
200004,2020,Canton,18 SWEETHEART MOUNTAIN ROAD,295850,449648.85,0.6579,Residential,Single Family
200370,2020,Manchester,129 WEST CENTER STREET,113300,208000,0.5447,Residential,Single Family
2000376,2020,Bloomfield,6 NOLAN DRIVE,127610,271000,0.4709,Residential,Single Family
200136,2020,East Lyme,10 MIRANDA WAY,281610,525000,0.5364,Residential,Single Family
200009,2020,Essex,17 MACK LA,760000,1390000,0.5467,Vacant Land,Single Family
200353,2020,Farmington,18 EVERGREEN TRAIL,142380,200100,0.7115,Residential,Condo
200010,2020,East Windsor,ROCKVILLE RD,4010,65000,0.0616,Vacant Land,Condo
200192,2020,Coventry,157 STONEHOUSE RD,83400,65000,1.283,Residential,Single Family
200067,2020,East Haddam,11 WINTERBROOK RD,37000,40000,0.925,Vacant Land,Single Family
200120,2020,Glastonbury,1326 HEBRON AVE,58500,72500,0.8068,Vacant Land,Single Family
20355,2020,Bethel,141 OLD HAWLEYVILLE ROAD,206220,300000,0.6874,Residential,Single Family
201231,2020,Bristol,70 HARVARD PL,171150,385000,0.4445,Residential,Single Family
200011,2020,Enfield,37 WAGON RD,141050,257000,0.5488,Residential,Single Family
200019,2020,Bristol,39 RUDOLPH RD,106540,244000,0.4366,Residential,Single Family
200465,2020,Killingly,167 BALLOUVILLE RD,107380,250000,0.4295,Residential,Single Family
20253,2020,Hartford,115 SIGOURNEY ST,74585,236000,0.316,Residential,Single Family
200527,2020,Madison,190 OPENING HILL RD,296500,580000,0.5112,Residential,Single Family
20413,2020,East Hartford,95 GOVERNOR ST,86030,85000,1.0121,Residential,Single Family
201371,2020,Greenwich,1465 EAST PUTNAM AVENUE #422,320600,520000,0.6165,Residential,Condo
200207,2020,Enfield,38 HIGH VIEW TERR,102130,215000,0.475,Residential,Single Family
20000149,2020,Brookfield,355 FEDERAL RD,1660430,2300000,0.7219,Commercial,Single Family
201270,2020,Cromwell,3 GREENWAY DRIVE,107520,200900,0.5351,Residential,Condo
200127,2020,Danbury,114 FEDERAL RD,8921400,3850000,2.3172,Commercial,Condo
200095,2020,Colchester,136 CLARK LN,104800,206500,0.5075,Residential,Single Family
200021,2020,Branford,52 HOPSON AVE,165400,208000,0.7951,Residential,Single Family
20000115,2020,Granby,3 LOWER MEADOW DR,2670,140000,0.019,Vacant Land,Single Family
20950,2020,East Hartford,263 TOLLAND ST,125860,265000,0.4749,Residential,Two Family
200096,2020,Columbia,33 HENNEQUIN ROAD,146200,326000,0.4484,Residential,Single Family
20242,2020,Hartford,10 BRANFORD ST,33880,166000,0.204,Residential,Single Family
200938,2020,Greenwich,11 RED COAT LANE,1739220,2000000,0.8696,Residential,Single Family
200062,2020,East Haddam,158 TATER HILL RD,187120,395000,0.4737,Residential,Single Family
200233,2020,Groton,69 A ST,0,29000,0,Residential,Single Family
200006,2020,Hebron,103 CHESTNUT HILL RD,226310,190000,1.1911,Residential,Single Family
201378,2020,Bristol,600 CLARK AVE UN 29,73780,155900,0.4732,Residential,Condo
200070,2020,Bethany,11 AMADEO DR,330110,596000,0.5538,Residential,Single Family
200570,2020,Branford,252 LEETES ISLAND RD #13,7900,4000,1.975,Residential,Single Family
20277,2020,Bethel,509 COPPER SQUARE DRIVE,212730,360000,0.5909,Residential,Condo
201773,2020,Greenwich,79 BIBLE STREET,462070,762500,0.6059,Residential,Two Family
20690,2020,Hartford,7 BARBOUR ST,4690,15769,0.2974,Vacant Land,Two Family
20375,2020,Hartford,153 STANDISH ST,38955,273000,0.1426,Residential,Two Family
20017,2020,Darien,4 HOMEWOOD LANE,2263590,3500000,0.6467,Residential,Single Family
20021,2020,Bethel,10 OLD HAWLEYVILLE ROAD,238490,450000,0.5299,Residential,Single Family
200394,2020,East Haven,19 FARVIEW AVE,146250,291000,0.5025,Residential,Single Family
2000344,2020,Cheshire,240 TIMBER LANE,204290,359900,0.5676,Residential,Single Family
200153,2020,Essex,6 PINEY BRANCH RD,178000,342000,0.5204,Residential,Single Family
20202,2020,East Hartford,87 KINGSTON DR,185690,315000,0.5894,Residential,Single Family
200509,2020,Manchester,20 RED ROCK LANE,209500,305000,0.6868,Residential,Single Family
200367,2020,Groton,100 STARR HILL RD,183120,340000,0.5385,Residential,Single Family
200021,2020,Bridgewater,125 TOWN LINE ROAD,1891490,2000000,0.9457,Residential,Single Family
200568,2020,Glastonbury,90 MARGARET LN,207500,330000,0.6287,Residential,Single Family
200003,2020,Bristol,536 REDSTONE HILL RD #C-5,103460,164500,0.6289,Residential,Condo
20008,2020,Ashford,203 MANSFIELD RD,120060,210000,0.5717,Residential,Two Family
200099,2020,Harwinton,70 OAKWOOD DR,349570,732500,0.4772,Residential,Single Family
200758,2020,Bristol,17 MILLS ST,103390,245000,0.422,Residential,Two Family
200158,2020,Branford,50 MANORWOOD DR,108300,162020,0.6684,Residential,Condo
200555,2020,East Haven,36 VERA ST,47780,45000,1.0617,Vacant Land,Condo
2020360,2020,Berlin,94 PERCIVAL AVE,140600,190790,0.7369,Residential,Single Family
